site;date;day;month;year;number;unique.number;sex;spawning;time.h;time.end.h;time;time.end;sunrise;start.time.to.sunrise;sst
Vairao;22/03/2022;22;3;2022;10;Vairao10;UNKNOWN;NO;NA;NA;NA;NA;6.0166667;NA;28.6199932567775
Vairao;22/03/2022;22;3;2022;11;Vairao11;FEMALE;NO;NA;NA;NA;NA;6.0166667;NA;28.6199932567775
Vairao;22/03/2022;22;3;2022;12;Vairao12;MALE;NO;NA;NA;NA;NA;6.0166667;NA;28.6199932567775
Vairao;22/03/2022;22;3;2022;13;Vairao13;FEMALE;NO;NA;NA;NA;NA;6.0166667;NA;28.6199932567775
Vairao;22/03/2022;22;3;2022;14;Vairao14;FEMALE;NO;NA;NA;NA;NA;6.0166667;NA;28.6199932567775
Vairao;22/03/2022;22;3;2022;15;Vairao15;FEMALE;NO;NA;NA;NA;NA;6.0166667;NA;28.6199932567775
Vairao;22/03/2022;22;3;2022;16;Vairao16;FEMALE;NO;NA;NA;NA;NA;6.0166667;NA;28.6199932567775
Vairao;22/03/2022;22;3;2022;17;Vairao17;MALE;NO;NA;NA;NA;NA;6.0166667;NA;28.6199932567775
Vairao;22/03/2022;22;3;2022;18;Vairao18;FEMALE;NO;NA;NA;NA;NA;6.0166667;NA;28.6199932567775
Vairao;22/03/2022;22;3;2022;19;Vairao19;FEMALE;NO;NA;NA;NA;NA;6.0166667;NA;28.6199932567775
Vairao;22/03/2022;22;3;2022;20;Vairao20;MALE;NO;NA;NA;NA;NA;6.0166667;NA;28.6199932567775
Vairao;22/03/2022;22;3;2022;21;Vairao21;FEMALE;NO;NA;NA;NA;NA;6.0166667;NA;28.6199932567775
Vairao;22/03/2022;22;3;2022;22;Vairao22;MALE;NO;NA;NA;NA;NA;6.0166667;NA;28.6199932567775
Vairao;22/03/2022;22;3;2022;23;Vairao23;FEMALE;NO;NA;NA;NA;NA;6.0166667;NA;28.6199932567775
Vairao;22/03/2022;22;3;2022;24;Vairao24;FEMALE;YES;7.5;NA;7.833333333;NA;6.0166667;1.816666633;28.6199932567775
Vairao;22/03/2022;22;3;2022;25;Vairao25;MALE;YES;7.4;NA;7.666666667;NA;6.0166667;1.649999967;28.6199932567775
Vairao;22/03/2022;22;3;2022;26;Vairao26;MALE;NO;NA;NA;NA;NA;6.0166667;NA;28.6199932567775
Vairao;22/03/2022;22;3;2022;27;Vairao27;FEMALE;NO;NA;NA;NA;NA;6.0166667;NA;28.6199932567775
Vairao;22/03/2022;22;3;2022;28;Vairao28;MALE;YES;7.4;NA;7.666666667;NA;6.0166667;1.649999967;28.6199932567775
Vairao;22/03/2022;22;3;2022;29;Vairao29;FEMALE;NO;NA;NA;NA;NA;6.0166667;NA;28.6199932567775
Vairao;22/03/2022;22;3;2022;30;Vairao30;MALE;YES;7.55;NA;7.916666667;NA;6.0166667;1.899999967;28.6199932567775
Pointe_Venus;22/01/2022;22;1;2022;21;Pointe_Venus21;MALE;YES;7.23;NA;7.383333333;NA;5.6666667;1.716666633;28.3999932616949
Pointe_Venus;22/01/2022;22;1;2022;22;Pointe_Venus22;MALE;YES;7.23;NA;7.383333333;NA;5.6666667;1.716666633;28.3999932616949
Pointe_Venus;22/01/2022;22;1;2022;23;Pointe_Venus23;MALE;YES;7.23;NA;7.383333333;NA;5.6666667;1.716666633;28.3999932616949
Pointe_Venus;22/01/2022;22;1;2022;24;Pointe_Venus24;MALE;YES;7.24;NA;7.4;NA;5.6666667;1.7333333;28.3999932616949
Pointe_Venus;22/01/2022;22;1;2022;11;Pointe_Venus11;MALE;YES;7.19;NA;7.316666667;NA;5.6666667;1.649999967;28.3999932616949
Pointe_Venus;22/01/2022;22;1;2022;12;Pointe_Venus12;MALE;YES;7.19;NA;7.316666667;NA;5.6666667;1.649999967;28.3999932616949
Pointe_Venus;22/01/2022;22;1;2022;13;Pointe_Venus13;MALE;YES;7.19;NA;7.316666667;NA;5.6666667;1.649999967;28.3999932616949
Pointe_Venus;22/01/2022;22;1;2022;14;Pointe_Venus14;MALE;YES;7.19;NA;7.316666667;NA;5.6666667;1.649999967;28.3999932616949
Pointe_Venus;22/01/2022;22;1;2022;15;Pointe_Venus15;MALE;YES;7.34;NA;7.566666667;NA;5.6666667;1.899999967;28.3999932616949
Pointe_Venus;22/01/2022;22;1;2022;16;Pointe_Venus16;MALE;YES;7.34;NA;7.566666667;NA;5.6666667;1.899999967;28.3999932616949
Pointe_Venus;22/01/2022;22;1;2022;17;Pointe_Venus17;MALE;YES;7.34;NA;7.566666667;NA;5.6666667;1.899999967;28.3999932616949
Pointe_Venus;22/01/2022;22;1;2022;18;Pointe_Venus18;MALE;YES;7.34;NA;7.566666667;NA;5.6666667;1.899999967;28.3999932616949
Pointe_Venus;22/01/2022;22;1;2022;19;Pointe_Venus19;MALE;YES;7.37;NA;7.616666667;NA;5.6666667;1.949999967;28.3999932616949
Pointe_Venus;22/01/2022;22;1;2022;20;Pointe_Venus20;MALE;YES;7.37;NA;7.616666667;NA;5.6666667;1.949999967;28.3999932616949
AME BORA BORA;22/03/2022;22;3;2022;1;AME BORA BORA1;MALE;NO;NA;NA;NA;NA;6.1833333;NA;28.649993256107
AME BORA BORA;22/03/2022;22;3;2022;2;AME BORA BORA2;MALE;NO;NA;NA;NA;NA;6.1833333;NA;28.649993256107
AME BORA BORA;22/03/2022;22;3;2022;3;AME BORA BORA3;MALE;NO;NA;NA;NA;NA;6.1833333;NA;28.649993256107
AME BORA BORA;22/03/2022;22;3;2022;4;AME BORA BORA4;MALE;NO;NA;NA;NA;NA;6.1833333;NA;28.649993256107
AME BORA BORA;22/03/2022;22;3;2022;5;AME BORA BORA5;MALE;NO;NA;NA;NA;NA;6.1833333;NA;28.649993256107
AME BORA BORA;22/03/2022;22;3;2022;6;AME BORA BORA6;UNKNOWN;NO;NA;NA;NA;NA;6.1833333;NA;28.649993256107
AME BORA BORA;22/03/2022;22;3;2022;7;AME BORA BORA7;MALE;NO;NA;NA;NA;NA;6.1833333;NA;28.649993256107
AME BORA BORA;22/03/2022;22;3;2022;8;AME BORA BORA8;MALE;NO;NA;NA;NA;NA;6.1833333;NA;28.649993256107
AME BORA BORA;22/03/2022;22;3;2022;9;AME BORA BORA9;MALE;NO;NA;NA;NA;NA;6.1833333;NA;28.649993256107
AME BORA BORA;22/03/2022;22;3;2022;10;AME BORA BORA10;MALE;NO;NA;NA;NA;NA;6.1833333;NA;28.649993256107
AME BORA BORA;22/03/2022;22;3;2022;11;AME BORA BORA11;UNKNOWN;NO;NA;NA;NA;NA;6.1833333;NA;28.649993256107
AME BORA BORA;22/03/2022;22;3;2022;12;AME BORA BORA12;MALE;NO;NA;NA;NA;NA;6.1833333;NA;28.649993256107
AME BORA BORA;22/03/2022;22;3;2022;13;AME BORA BORA13;FEMALE;NO;NA;NA;NA;NA;6.1833333;NA;28.649993256107
AME BORA BORA;22/03/2022;22;3;2022;14;AME BORA BORA14;UNKNOWN;NO;NA;NA;NA;NA;6.1833333;NA;28.649993256107
AME BORA BORA;22/03/2022;22;3;2022;15;AME BORA BORA15;MALE;NO;NA;NA;NA;NA;6.1833333;NA;28.649993256107
AME BORA BORA;22/03/2022;22;3;2022;16;AME BORA BORA16;UNKNOWN;NO;NA;NA;NA;NA;6.1833333;NA;28.649993256107
AME BORA BORA;22/03/2022;22;3;2022;17;AME BORA BORA17;MALE;NO;NA;NA;NA;NA;6.1833333;NA;28.649993256107
AME BORA BORA;22/03/2022;22;3;2022;18;AME BORA BORA18;UNKNOWN;NO;NA;NA;NA;NA;6.1833333;NA;28.649993256107
AME BORA BORA;22/03/2022;22;3;2022;19;AME BORA BORA19;MALE;NO;NA;NA;NA;NA;6.1833333;NA;28.649993256107
AME BORA BORA;22/03/2022;22;3;2022;20;AME BORA BORA20;FEMALE;NO;NA;NA;NA;NA;6.1833333;NA;28.649993256107
AME BORA BORA;21/04/2022;21;4;2022;1;AME BORA BORA1;;NO;NA;NA;NA;NA;6.2666667;NA;28.5899932574481
AME BORA BORA;21/04/2022;21;4;2022;2;AME BORA BORA2;;NO;NA;NA;NA;NA;6.2666667;NA;28.5899932574481
AME BORA BORA;21/04/2022;21;4;2022;3;AME BORA BORA3;;NO;NA;NA;NA;NA;6.2666667;NA;28.5899932574481
AME BORA BORA;21/04/2022;21;4;2022;4;AME BORA BORA4;;NO;NA;NA;NA;NA;6.2666667;NA;28.5899932574481
AME BORA BORA;21/04/2022;21;4;2022;5;AME BORA BORA5;;NO;NA;NA;NA;NA;6.2666667;NA;28.5899932574481
AME BORA BORA;21/04/2022;21;4;2022;6;AME BORA BORA6;;NO;NA;NA;NA;NA;6.2666667;NA;28.5899932574481
AME BORA BORA;21/04/2022;21;4;2022;7;AME BORA BORA7;;NO;NA;NA;NA;NA;6.2666667;NA;28.5899932574481
AME BORA BORA;21/04/2022;21;4;2022;8;AME BORA BORA8;MALE;YES;8.09;8.21;8.15;8.35;6.2666667;1.8833333;28.5899932574481
AME BORA BORA;21/04/2022;21;4;2022;9;AME BORA BORA9;;NO;NA;NA;NA;NA;6.2666667;NA;28.5899932574481
AME BORA BORA;21/04/2022;21;4;2022;10;AME BORA BORA10;MALE;YES;8.05;8.25;8.083333333;8.416666667;6.2666667;1.816666633;28.5899932574481
AME BORA BORA;21/04/2022;21;4;2022;11;AME BORA BORA11;;NO;NA;NA;NA;NA;6.2666667;NA;28.5899932574481
AME BORA BORA;21/04/2022;21;4;2022;12;AME BORA BORA12;;LOST;NA;NA;NA;NA;6.2666667;NA;28.5899932574481
AME BORA BORA;21/04/2022;21;4;2022;13;AME BORA BORA13;;NO;NA;NA;NA;NA;6.2666667;NA;28.5899932574481
AME BORA BORA;21/04/2022;21;4;2022;14;AME BORA BORA14;;NO;NA;NA;NA;NA;6.2666667;NA;28.5899932574481
AME BORA BORA;21/04/2022;21;4;2022;15;AME BORA BORA15;MALE;YES;7.52;8.32;7.866666667;8.533333333;6.2666667;1.599999967;28.5899932574481
AME BORA BORA;21/04/2022;21;4;2022;16;AME BORA BORA16;;NO;NA;NA;NA;NA;6.2666667;NA;28.5899932574481
AME BORA BORA;21/04/2022;21;4;2022;17;AME BORA BORA17;;NO;NA;NA;NA;NA;6.2666667;NA;28.5899932574481
AME BORA BORA;21/04/2022;21;4;2022;18;AME BORA BORA18;;NO;NA;NA;NA;NA;6.2666667;NA;28.5899932574481
AME BORA BORA;21/04/2022;21;4;2022;19;AME BORA BORA19;;NO;NA;NA;NA;NA;6.2666667;NA;28.5899932574481
AME BORA BORA;21/04/2022;21;4;2022;20;AME BORA BORA20;MALE;YES;7.45;8.15;7.75;8.25;6.2666667;1.4833333;28.5899932574481
Pointe_Venus;14/10/2022;14;10;2022;1;Pointe_Venus1;;NO;NA;NA;NA;NA;5.4833333;NA;26.6099933017045
Pointe_Venus;14/10/2022;14;10;2022;2;Pointe_Venus2;;NO;NA;NA;NA;NA;5.4833333;NA;26.6099933017045
Pointe_Venus;14/10/2022;14;10;2022;3;Pointe_Venus3;;NO;NA;NA;NA;NA;5.4833333;NA;26.6099933017045
Pointe_Venus;14/10/2022;14;10;2022;4;Pointe_Venus4;;NO;NA;NA;NA;NA;5.4833333;NA;26.6099933017045
Pointe_Venus;14/10/2022;14;10;2022;5;Pointe_Venus5;;NO;NA;NA;NA;NA;5.4833333;NA;26.6099933017045
Pointe_Venus;14/10/2022;14;10;2022;6;Pointe_Venus6;;NO;NA;NA;NA;NA;5.4833333;NA;26.6099933017045
Pointe_Venus;14/10/2022;14;10;2022;7;Pointe_Venus7;;NO;NA;NA;NA;NA;5.4833333;NA;26.6099933017045
Pointe_Venus;14/10/2022;14;10;2022;8;Pointe_Venus8;;NO;NA;NA;NA;NA;5.4833333;NA;26.6099933017045
Pointe_Venus;14/10/2022;14;10;2022;9;Pointe_Venus9;;NO;NA;NA;NA;NA;5.4833333;NA;26.6099933017045
Pointe_Venus;14/10/2022;14;10;2022;10;Pointe_Venus10;;NO;NA;NA;NA;NA;5.4833333;NA;26.6099933017045
Pointe_Venus;14/10/2022;14;10;2022;11;Pointe_Venus11;;NO;NA;NA;NA;NA;5.4833333;NA;26.6099933017045
Pointe_Venus;14/10/2022;14;10;2022;12;Pointe_Venus12;;NO;NA;NA;NA;NA;5.4833333;NA;26.6099933017045
Pointe_Venus;14/10/2022;14;10;2022;13;Pointe_Venus13;;NO;NA;NA;NA;NA;5.4833333;NA;26.6099933017045
Pointe_Venus;14/10/2022;14;10;2022;14;Pointe_Venus14;;NO;NA;NA;NA;NA;5.4833333;NA;26.6099933017045
Pointe_Venus;14/10/2022;14;10;2022;15;Pointe_Venus15;;NO;NA;NA;NA;NA;5.4833333;NA;26.6099933017045
Pointe_Venus;14/10/2022;14;10;2022;16;Pointe_Venus16;;NO;NA;NA;NA;NA;5.4833333;NA;26.6099933017045
Pointe_Venus;14/10/2022;14;10;2022;17;Pointe_Venus17;;NO;NA;NA;NA;NA;5.4833333;NA;26.6099933017045
Pointe_Venus;14/10/2022;14;10;2022;18;Pointe_Venus18;;NO;NA;NA;NA;NA;5.4833333;NA;26.6099933017045
Pointe_Venus;14/10/2022;14;10;2022;19;Pointe_Venus19;;NO;NA;NA;NA;NA;5.4833333;NA;26.6099933017045
Pointe_Venus;14/10/2022;14;10;2022;20;Pointe_Venus20;;NO;NA;NA;NA;NA;5.4833333;NA;26.6099933017045
PK18;14/10/2022;14;10;2022;1;PK181;;NO;NA;NA;NA;NA;5.5;NA;26.3399933077395
PK18;14/10/2022;14;10;2022;2;PK182;;NO;NA;NA;NA;NA;5.5;NA;26.3399933077395
Vairao;14/10/2022;14;10;2022;1;Vairao1;;NO;NA;NA;NA;NA;5.4666667;NA;26.3599933072925
Vairao;14/10/2022;14;10;2022;2;Vairao2;;NO;NA;NA;NA;NA;5.4666667;NA;26.3599933072925
Vairao;14/10/2022;14;10;2022;3;Vairao3;;NO;NA;NA;NA;NA;5.4666667;NA;26.3599933072925
Vairao;14/10/2022;14;10;2022;4;Vairao4;;NO;NA;NA;NA;NA;5.4666667;NA;26.3599933072925
Vairao;14/10/2022;14;10;2022;5;Vairao5;;NO;NA;NA;NA;NA;5.4666667;NA;26.3599933072925
Vairao;14/10/2022;14;10;2022;6;Vairao6;;NO;NA;NA;NA;NA;5.4666667;NA;26.3599933072925
Vairao;14/10/2022;14;10;2022;7;Vairao7;;NO;NA;NA;NA;NA;5.4666667;NA;26.3599933072925
Vairao;14/10/2022;14;10;2022;8;Vairao8;;NO;NA;NA;NA;NA;5.4666667;NA;26.3599933072925
Vairao;14/10/2022;14;10;2022;9;Vairao9;;NO;NA;NA;NA;NA;5.4666667;NA;26.3599933072925
Vairao;14/10/2022;14;10;2022;10;Vairao10;;NO;NA;NA;NA;NA;5.4666667;NA;26.3599933072925
Vairao;14/10/2022;14;10;2022;11;Vairao11;;NO;NA;NA;NA;NA;5.4666667;NA;26.3599933072925
Vairao;14/10/2022;14;10;2022;12;Vairao12;;NO;NA;NA;NA;NA;5.4666667;NA;26.3599933072925
Vairao;14/10/2022;14;10;2022;13;Vairao13;;NO;NA;NA;NA;NA;5.4666667;NA;26.3599933072925
Vairao;14/10/2022;14;10;2022;14;Vairao14;;NO;NA;NA;NA;NA;5.4666667;NA;26.3599933072925
Vairao;14/10/2022;14;10;2022;15;Vairao15;;NO;NA;NA;NA;NA;5.4666667;NA;26.3599933072925
Vairao;14/10/2022;14;10;2022;16;Vairao16;;NO;NA;NA;NA;NA;5.4666667;NA;26.3599933072925
Vairao;14/10/2022;14;10;2022;17;Vairao17;;NO;NA;NA;NA;NA;5.4666667;NA;26.3599933072925
Vairao;14/10/2022;14;10;2022;18;Vairao18;;NO;NA;NA;NA;NA;5.4666667;NA;26.3599933072925
Vairao;14/10/2022;14;10;2022;19;Vairao19;;NO;NA;NA;NA;NA;5.4666667;NA;26.3599933072925
Vairao;14/10/2022;14;10;2022;20;Vairao20;;NO;NA;NA;NA;NA;5.4666667;NA;26.3599933072925
Vairao;14/10/2022;14;10;2022;21;Vairao21;;NO;NA;NA;NA;NA;5.4666667;NA;26.3599933072925
Vairao;14/10/2022;14;10;2022;22;Vairao22;;NO;NA;NA;NA;NA;5.4666667;NA;26.3599933072925
Vairao;14/10/2022;14;10;2022;23;Vairao23;;NO;NA;NA;NA;NA;5.4666667;NA;26.3599933072925
Vairao;14/10/2022;14;10;2022;24;Vairao24;;NO;NA;NA;NA;NA;5.4666667;NA;26.3599933072925
Vairao;14/10/2022;14;10;2022;25;Vairao25;;NO;NA;NA;NA;NA;5.4666667;NA;26.3599933072925
Vairao;14/10/2022;14;10;2022;26;Vairao26;;NO;NA;NA;NA;NA;5.4666667;NA;26.3599933072925
Vairao;14/10/2022;14;10;2022;27;Vairao27;;NO;NA;NA;NA;NA;5.4666667;NA;26.3599933072925
Vairao;14/10/2022;14;10;2022;28;Vairao28;;NO;NA;NA;NA;NA;5.4666667;NA;26.3599933072925
Vairao;14/10/2022;14;10;2022;29;Vairao29;;NO;NA;NA;NA;NA;5.4666667;NA;26.3599933072925
Vairao;14/10/2022;14;10;2022;30;Vairao30;;NO;NA;NA;NA;NA;5.4666667;NA;26.3599933072925
AME BORA BORA;13/11/2022;13;11;2022;1;AME BORA BORA1;MALE;NO;NA;NA;NA;NA;5.4166667;NA;27.2799932867289
AME BORA BORA;13/11/2022;13;11;2022;2;AME BORA BORA2;MALE;NO;NA;NA;NA;NA;5.4166667;NA;27.2799932867289
AME BORA BORA;13/11/2022;13;11;2022;3;AME BORA BORA3;MALE;NO;NA;NA;NA;NA;5.4166667;NA;27.2799932867289
AME BORA BORA;13/11/2022;13;11;2022;4;AME BORA BORA4;MALE;NO;NA;NA;NA;NA;5.4166667;NA;27.2799932867289
AME BORA BORA;13/11/2022;13;11;2022;5;AME BORA BORA5;MALE;NO;NA;NA;NA;NA;5.4166667;NA;27.2799932867289
AME BORA BORA;13/11/2022;13;11;2022;6;AME BORA BORA6;UNKNOWN;NO;NA;NA;NA;NA;5.4166667;NA;27.2799932867289
AME BORA BORA;13/11/2022;13;11;2022;7;AME BORA BORA7;MALE;NO;NA;NA;NA;NA;5.4166667;NA;27.2799932867289
AME BORA BORA;13/11/2022;13;11;2022;8;AME BORA BORA8;MALE;NO;NA;NA;NA;NA;5.4166667;NA;27.2799932867289
AME BORA BORA;13/11/2022;13;11;2022;9;AME BORA BORA9;MALE;NO;NA;NA;NA;NA;5.4166667;NA;27.2799932867289
AME BORA BORA;13/11/2022;13;11;2022;10;AME BORA BORA10;MALE;NO;NA;NA;NA;NA;5.4166667;NA;27.2799932867289
AME BORA BORA;13/11/2022;13;11;2022;11;AME BORA BORA11;UNKNOWN;NO;NA;NA;NA;NA;5.4166667;NA;27.2799932867289
AME BORA BORA;13/11/2022;13;11;2022;12;AME BORA BORA12;MALE;NO;NA;NA;NA;NA;5.4166667;NA;27.2799932867289
AME BORA BORA;13/11/2022;13;11;2022;13;AME BORA BORA13;FEMALE;NO;NA;NA;NA;NA;5.4166667;NA;27.2799932867289
AME BORA BORA;13/11/2022;13;11;2022;14;AME BORA BORA14;UNKNOWN;NO;NA;NA;NA;NA;5.4166667;NA;27.2799932867289
AME BORA BORA;13/11/2022;13;11;2022;15;AME BORA BORA15;MALE;YES;7.32;NA;7.533333333;NA;5.4166667;1.9033333;27.2799932867289
AME BORA BORA;13/11/2022;13;11;2022;16;AME BORA BORA16;UNKNOWN;NO;NA;NA;NA;NA;5.4166667;NA;27.2799932867289
AME BORA BORA;13/11/2022;13;11;2022;17;AME BORA BORA17;MALE;NO;NA;NA;NA;NA;5.4166667;NA;27.2799932867289
AME BORA BORA;13/11/2022;13;11;2022;18;AME BORA BORA18;UNKNOWN;NO;NA;NA;NA;NA;5.4166667;NA;27.2799932867289
AME BORA BORA;13/11/2022;13;11;2022;19;AME BORA BORA19;MALE;NO;NA;NA;NA;NA;5.4166667;NA;27.2799932867289
AME BORA BORA;13/11/2022;13;11;2022;20;AME BORA BORA20;FEMALE;NO;NA;NA;NA;NA;5.4166667;NA;27.2799932867289
Vairao;13/11/2022;13;11;2022;1;Vairao1;MALE;YES;7.4;NA;7.666666667;NA;5.21666667;2.449999997;26.7399932987988
Vairao;13/11/2022;13;11;2022;2;Vairao2;;NO;NA;NA;NA;NA;5.21666667;NA;26.7399932987988
Vairao;13/11/2022;13;11;2022;3;Vairao3;;NO;NA;NA;NA;NA;5.21666667;NA;26.7399932987988
Vairao;13/11/2022;13;11;2022;4;Vairao4;;NO;NA;NA;NA;NA;5.21666667;NA;26.7399932987988
Vairao;13/11/2022;13;11;2022;5;Vairao5;FEMALE;YES;8.15;NA;8.25;NA;5.21666667;3.03333333;26.7399932987988
Vairao;13/11/2022;13;11;2022;6;Vairao6;;NO;NA;NA;NA;NA;5.21666667;NA;26.7399932987988
Vairao;13/11/2022;13;11;2022;7;Vairao7;;NO;NA;NA;NA;NA;5.21666667;NA;26.7399932987988
Vairao;13/11/2022;13;11;2022;8;Vairao8;MALE;YES;7.45;NA;7.75;NA;5.21666667;2.53333333;26.7399932987988
Vairao;13/11/2022;13;11;2022;9;Vairao9;MALE;YES;7.25;NA;7.416666667;NA;5.21666667;2.199999997;26.7399932987988
Vairao;13/11/2022;13;11;2022;10;Vairao10;;NO;NA;NA;NA;NA;5.21666667;NA;26.7399932987988
Vairao;13/11/2022;13;11;2022;11;Vairao11;;NO;NA;NA;NA;NA;5.21666667;NA;26.7399932987988
Vairao;13/11/2022;13;11;2022;12;Vairao12;;NO;NA;NA;NA;NA;5.21666667;NA;26.7399932987988
Vairao;13/11/2022;13;11;2022;13;Vairao13;;NO;NA;NA;NA;NA;5.21666667;NA;26.7399932987988
Vairao;13/11/2022;13;11;2022;14;Vairao14;;NO;NA;NA;NA;NA;5.21666667;NA;26.7399932987988
Vairao;13/11/2022;13;11;2022;15;Vairao15;;NO;NA;NA;NA;NA;5.21666667;NA;26.7399932987988
Vairao;13/11/2022;13;11;2022;16;Vairao16;;NO;NA;NA;NA;NA;5.21666667;NA;26.7399932987988
Vairao;13/11/2022;13;11;2022;17;Vairao17;;NO;NA;NA;NA;NA;5.21666667;NA;26.7399932987988
Vairao;13/11/2022;13;11;2022;18;Vairao18;;NO;NA;NA;NA;NA;5.21666667;NA;26.7399932987988
Vairao;13/11/2022;13;11;2022;19;Vairao19;;NO;NA;NA;NA;NA;5.21666667;NA;26.7399932987988
Vairao;13/11/2022;13;11;2022;20;Vairao20;;NO;NA;NA;NA;NA;5.21666667;NA;26.7399932987988
Vairao;13/11/2022;13;11;2022;21;Vairao21;;NO;NA;NA;NA;NA;5.21666667;NA;26.7399932987988
Vairao;13/11/2022;13;11;2022;22;Vairao22;;NO;NA;NA;NA;NA;5.21666667;NA;26.7399932987988
Vairao;13/11/2022;13;11;2022;23;Vairao23;;NO;NA;NA;NA;NA;5.21666667;NA;26.7399932987988
Vairao;13/11/2022;13;11;2022;24;Vairao24;;NO;NA;NA;NA;NA;5.21666667;NA;26.7399932987988
Vairao;13/11/2022;13;11;2022;25;Vairao25;;NO;7.5;NA;7.833333333;NA;5.21666667;2.616666663;26.7399932987988
Vairao;13/11/2022;13;11;2022;26;Vairao26;MALE;YES;7.4;NA;7.666666667;NA;5.21666667;2.449999997;26.7399932987988
Vairao;13/11/2022;13;11;2022;27;Vairao27;;NO;NA;NA;NA;NA;5.21666667;NA;26.7399932987988
Vairao;13/11/2022;13;11;2022;28;Vairao28;MALE;YES;7.5;NA;7.833333333;NA;5.21666667;2.616666663;26.7399932987988
Vairao;13/11/2022;13;11;2022;29;Vairao29;;NO;NA;NA;NA;NA;5.21666667;NA;26.7399932987988
Vairao;13/11/2022;13;11;2022;30;Vairao30;;NO;NA;NA;NA;NA;5.21666667;NA;26.7399932987988
Vairao;12/12/2022;12;12;2022;1;Vairao1;MALE;YES;7.02;NA;7.033333333;NA;5.25;1.783333333;27.6399932786823
Vairao;12/12/2022;12;12;2022;2;Vairao2;FEMALE;YES;7.29;NA;7.483333333;NA;5.25;2.233333333;27.6399932786823
Vairao;12/12/2022;12;12;2022;3;Vairao3;FEMALE;YES;7.45;NA;7.75;NA;5.25;2.5;27.6399932786823
Vairao;12/12/2022;12;12;2022;4;Vairao4;FEMALE;YES;7.18;NA;7.3;NA;5.25;2.05;27.6399932786823
Vairao;12/12/2022;12;12;2022;5;Vairao5;FEMALE;YES;7.44;NA;7.733333333;NA;5.25;2.483333333;27.6399932786823
Vairao;12/12/2022;12;12;2022;6;Vairao6;MALE;YES;6.53;NA;6.883333333;NA;5.25;1.633333333;27.6399932786823
Vairao;12/12/2022;12;12;2022;7;Vairao7;;NO;NA;NA;NA;NA;5.25;NA;27.6399932786823
Vairao;12/12/2022;12;12;2022;8;Vairao8;MALE;YES;7.1;NA;7.166666667;NA;5.25;1.916666667;27.6399932786823
Vairao;12/12/2022;12;12;2022;9;Vairao9;MALE;YES;7.06;NA;7.1;NA;5.25;1.85;27.6399932786823
Vairao;12/12/2022;12;12;2022;10;Vairao10;;NO;NA;NA;NA;NA;5.25;NA;27.6399932786823
Vairao;12/12/2022;12;12;2022;11;Vairao11;;NO;NA;NA;NA;NA;5.25;NA;27.6399932786823
Vairao;12/12/2022;12;12;2022;12;Vairao12;;NO;NA;NA;NA;NA;5.25;NA;27.6399932786823
Vairao;12/12/2022;12;12;2022;13;Vairao13;;NO;NA;NA;NA;NA;5.25;NA;27.6399932786823
Vairao;12/12/2022;12;12;2022;14;Vairao14;;NO;NA;NA;NA;NA;5.25;NA;27.6399932786823
Vairao;12/12/2022;12;12;2022;15;Vairao15;;NO;NA;NA;NA;NA;5.25;NA;27.6399932786823
Vairao;12/12/2022;12;12;2022;16;Vairao16;FEMALE;YES;7.32;NA;7.533333333;NA;5.25;2.283333333;27.6399932786823
Vairao;12/12/2022;12;12;2022;17;Vairao17;;NO;NA;NA;NA;NA;5.25;NA;27.6399932786823
Vairao;12/12/2022;12;12;2022;18;Vairao18;;NO;NA;NA;NA;NA;5.25;NA;27.6399932786823
Vairao;12/12/2022;12;12;2022;19;Vairao19;;NO;NA;NA;NA;NA;5.25;NA;27.6399932786823
Vairao;12/12/2022;12;12;2022;20;Vairao20;;NO;NA;NA;NA;NA;5.25;NA;27.6399932786823
Vairao;12/12/2022;12;12;2022;21;Vairao21;FEMALE;YES;NA;NA;NA;NA;5.25;NA;27.6399932786823
Vairao;12/12/2022;12;12;2022;22;Vairao22;;NO;NA;NA;NA;NA;5.25;NA;27.6399932786823
Vairao;12/12/2022;12;12;2022;23;Vairao23;FEMALE;YES;NA;NA;NA;NA;5.25;NA;27.6399932786823
Vairao;12/12/2022;12;12;2022;24;Vairao24;FEMALE;YES;NA;NA;NA;NA;5.25;NA;27.6399932786823
Vairao;12/12/2022;12;12;2022;25;Vairao25;MALE;YES;NA;NA;NA;NA;5.25;NA;27.6399932786823
Vairao;12/12/2022;12;12;2022;26;Vairao26;MALE;YES;7.1;NA;7.166666667;NA;5.25;1.916666667;27.6399932786823
Vairao;12/12/2022;12;12;2022;27;Vairao27;FEMALE;YES;NA;NA;NA;NA;5.25;NA;27.6399932786823
Vairao;12/12/2022;12;12;2022;28;Vairao28;MALE;YES;NA;NA;NA;NA;5.25;NA;27.6399932786823
Vairao;12/12/2022;12;12;2022;29;Vairao29;FEMALE;YES;NA;NA;NA;NA;5.25;NA;27.6399932786823
Vairao;12/12/2022;12;12;2022;30;Vairao30;;NO;NA;NA;NA;NA;5.25;NA;27.6399932786823
Pointe_Venus;11/01/2023;11;1;2023;1;Pointe_Venus1;FEMALE;YES;7.47;8.08;7.783333333;8.133333333;5.5333333;2.250000033;28.3199932634831
Pointe_Venus;11/01/2023;11;1;2023;2;Pointe_Venus2;FEMALE;YES;7.43;8.13;7.716666667;8.216666667;5.5333333;2.183333367;28.3199932634831
