site;date;day;month;year;number;unique.number;sex;spawning;time.h;time.end.h;time;time.end;sunrise;start.time.to.sunrise;sst
AME BORA BORA;23/12/2021;23;12;2021;9;AME BORA BORA9;MALE;YES;7.22;7.59;7.366666667;7.983333333;5.5333333;1.833333367;28.4999932594598
AME BORA BORA;23/12/2021;23;12;2021;10;AME BORA BORA10;MALE;YES;7.19;7.54;7.316666667;7.9;5.5333333;1.783333367;28.4999932594598
AME BORA BORA;23/12/2021;23;12;2021;11;AME BORA BORA11;UNKNOWN;NO;NA;NA;NA;NA;5.5333333;NA;28.4999932594598
AME BORA BORA;23/12/2021;23;12;2021;12;AME BORA BORA12;MALE;YES;7.3;8.05;7.5;8.083333333;5.5333333;1.9666667;28.4999932594598
AME BORA BORA;23/12/2021;23;12;2021;13;AME BORA BORA13;FEMALE;YES;7.56;8.25;7.933333333;8.416666667;5.5333333;2.400000033;28.4999932594598
AME BORA BORA;23/12/2021;23;12;2021;14;AME BORA BORA14;UNKNOWN;NO;NA;NA;NA;NA;5.5333333;NA;28.4999932594598
AME BORA BORA;23/12/2021;23;12;2021;15;AME BORA BORA15;MALE;YES;7.06;7.5;7.1;7.083333333;5.5333333;1.5666667;28.4999932594598
AME BORA BORA;23/12/2021;23;12;2021;16;AME BORA BORA16;UNKNOWN;NO;NA;NA;NA;NA;5.5333333;NA;28.4999932594598
AME BORA BORA;23/12/2021;23;12;2021;17;AME BORA BORA17;MALE;YES;6.55;7.05;6.916666667;7.083333333;5.5333333;1.383333367;28.4999932594598
AME BORA BORA;23/12/2021;23;12;2021;18;AME BORA BORA18;UNKNOWN;NO;NA;NA;NA;NA;5.5333333;NA;28.4999932594598
AME BORA BORA;23/12/2021;23;12;2021;19;AME BORA BORA19;MALE;YES;7.18;7.35;7.3;7.583333333;5.5333333;1.7666667;28.4999932594598
AME BORA BORA;23/12/2021;23;12;2021;20;AME BORA BORA20;FEMALE;NO;7.31;7.45;7.516666667;7.75;5.5333333;1.983333367;28.4999932594598
Vairao;23/12/2021;23;12;2021;1;Vairao1;MALE;YES;6.5;NA;6.833333333;NA;5.3333333;1.500000033;28.0399932697416
Vairao;23/12/2021;23;12;2021;2;Vairao2;FEMALE;YES;NA;NA;NA;NA;5.3333333;NA;28.0399932697416
Vairao;23/12/2021;23;12;2021;3;Vairao3;FEMALE;YES;NA;NA;NA;NA;5.3333333;NA;28.0399932697416
Vairao;23/12/2021;23;12;2021;4;Vairao4;FEMALE;YES;NA;NA;NA;NA;5.3333333;NA;28.0399932697416
Vairao;23/12/2021;23;12;2021;5;Vairao5;UNKNOWN;YES;NA;NA;NA;NA;5.3333333;NA;28.0399932697416
Vairao;23/12/2021;23;12;2021;6;Vairao6;MALE;YES;6.43;NA;6.716666667;NA;5.3333333;1.383333367;28.0399932697416
Vairao;23/12/2021;23;12;2021;7;Vairao7;MALE;YES;NA;NA;NA;NA;5.3333333;NA;28.0399932697416
Vairao;23/12/2021;23;12;2021;8;Vairao8;MALE;YES;NA;NA;NA;NA;5.3333333;NA;28.0399932697416
Vairao;23/12/2021;23;12;2021;9;Vairao9;MALE;YES;6.4;NA;6.666666667;NA;5.3333333;1.333333367;28.0399932697416
Vairao;23/12/2021;23;12;2021;10;Vairao10;UNKNOWN;NO;NA;NA;NA;NA;5.3333333;NA;28.0399932697416
Vairao;23/12/2021;23;12;2021;11;Vairao11;FEMALE;YES;7.25;NA;7.416666667;NA;5.3333333;2.083333367;28.0399932697416
Vairao;23/12/2021;23;12;2021;12;Vairao12;MALE;NO;NA;NA;NA;NA;5.3333333;NA;28.0399932697416
Vairao;23/12/2021;23;12;2021;13;Vairao13;FEMALE;NO;NA;NA;NA;NA;5.3333333;NA;28.0399932697416
Vairao;23/12/2021;23;12;2021;14;Vairao14;FEMALE;YES;7.4;NA;7.666666667;NA;5.3333333;2.333333367;28.0399932697416
Vairao;23/12/2021;23;12;2021;15;Vairao15;FEMALE;YES;7.4;NA;7.666666667;NA;5.3333333;2.333333367;28.0399932697416
Vairao;23/12/2021;23;12;2021;16;Vairao16;FEMALE;NO;NA;NA;NA;NA;5.3333333;NA;28.0399932697416
Vairao;23/12/2021;23;12;2021;17;Vairao17;MALE;NO;NA;NA;NA;NA;5.3333333;NA;28.0399932697416
Vairao;23/12/2021;23;12;2021;18;Vairao18;FEMALE;YES;7.4;NA;7.666666667;NA;5.3333333;2.333333367;28.0399932697416
Vairao;23/12/2021;23;12;2021;19;Vairao19;FEMALE;YES;7.37;NA;7.616666667;NA;5.3333333;2.283333367;28.0399932697416
Vairao;23/12/2021;23;12;2021;20;Vairao20;MALE;YES;7.15;NA;7.25;NA;5.3333333;1.9166667;28.0399932697416
Vairao;23/12/2021;23;12;2021;21;Vairao21;FEMALE;YES;7.05;NA;7.083333333;NA;5.3333333;1.750000033;28.0399932697416
Vairao;23/12/2021;23;12;2021;22;Vairao22;MALE;NO;NA;NA;NA;NA;5.3333333;NA;28.0399932697416
Vairao;23/12/2021;23;12;2021;23;Vairao23;FEMALE;YES;7.06;NA;7.1;NA;5.3333333;1.7666667;28.0399932697416
Vairao;23/12/2021;23;12;2021;24;Vairao24;FEMALE;YES;7.36;NA;7.6;NA;5.3333333;2.2666667;28.0399932697416
Vairao;23/12/2021;23;12;2021;25;Vairao25;MALE;YES;7.04;NA;7.066666667;NA;5.3333333;1.733333367;28.0399932697416
Vairao;23/12/2021;23;12;2021;26;Vairao26;MALE;YES;7.03;NA;7.05;NA;5.3333333;1.7166667;28.0399932697416
Vairao;23/12/2021;23;12;2021;27;Vairao27;FEMALE;YES;7.3;NA;7.5;NA;5.3333333;2.1666667;28.0399932697416
Vairao;23/12/2021;23;12;2021;28;Vairao28;MALE;NO;NA;NA;NA;NA;5.3333333;NA;28.0399932697416
Vairao;23/12/2021;23;12;2021;29;Vairao29;FEMALE;YES;7.3;NA;7.5;NA;5.3333333;2.1666667;28.0399932697416
Vairao;23/12/2021;23;12;2021;30;Vairao30;MALE;NO;NA;NA;NA;NA;5.3333333;NA;28.0399932697416
Arue_TdR;23/12/2021;23;12;2021;1;Arue_TdR1;MALE;YES;6.47;NA;6.783333333;NA;5.3666667;1.416666633;28.1699932668358
Arue_TdR;23/12/2021;23;12;2021;2;Arue_TdR2;UNKNOWN;NO;NA;NA;NA;NA;5.3666667;NA;28.1699932668358
Arue_TdR;23/12/2021;23;12;2021;3;Arue_TdR3;UNKNOWN;NO;NA;NA;NA;NA;5.3666667;NA;28.1699932668358
Arue_TdR;23/12/2021;23;12;2021;4;Arue_TdR4;MALE;YES;6.49;NA;6.816666667;NA;5.3666667;1.449999967;28.1699932668358
Arue_TdR;23/12/2021;23;12;2021;5;Arue_TdR5;MALE;YES;6.5;NA;6.833333333;NA;5.3666667;1.466666633;28.1699932668358
Arue_TdR;23/12/2021;23;12;2021;6;Arue_TdR6;UNKNOWN;NO;NA;NA;NA;NA;5.3666667;NA;28.1699932668358
Arue_TdR;23/12/2021;23;12;2021;7;Arue_TdR7;UNKNOWN;NO;NA;NA;NA;NA;5.3666667;NA;28.1699932668358
Arue_TdR;23/12/2021;23;12;2021;8;Arue_TdR8;UNKNOWN;NO;NA;NA;NA;NA;5.3666667;NA;28.1699932668358
Arue_TdR;23/12/2021;23;12;2021;9;Arue_TdR9;FEMALE;YES;7.1;NA;7.166666667;NA;5.3666667;1.799999967;28.1699932668358
Arue_TdR;23/12/2021;23;12;2021;10;Arue_TdR10;UNKNOWN;NO;NA;NA;NA;NA;5.3666667;NA;28.1699932668358
Arue_TdR;23/12/2021;23;12;2021;11;Arue_TdR11;MALE;YES;7.03;NA;7.05;NA;5.3666667;1.6833333;28.1699932668358
Arue_TdR;23/12/2021;23;12;2021;12;Arue_TdR12;UNKNOWN;NO;NA;NA;NA;NA;5.3666667;NA;28.1699932668358
Arue_TdR;23/12/2021;23;12;2021;13;Arue_TdR13;UNKNOWN;NO;NA;NA;NA;NA;5.3666667;NA;28.1699932668358
Arue_TdR;23/12/2021;23;12;2021;14;Arue_TdR14;UNKNOWN;NO;NA;NA;NA;NA;5.3666667;NA;28.1699932668358
Arue_TdR;23/12/2021;23;12;2021;15;Arue_TdR15;FEMALE;YES;7.18;NA;7.3;NA;5.3666667;1.9333333;28.1699932668358
Arue_TdR;23/12/2021;23;12;2021;16;Arue_TdR16;MALE;YES;6.51;NA;6.85;NA;5.3666667;1.4833333;28.1699932668358
Arue_TdR;23/12/2021;23;12;2021;17;Arue_TdR17;MALE;NO;NA;NA;NA;NA;5.3666667;NA;28.1699932668358
Arue_TdR;23/12/2021;23;12;2021;18;Arue_TdR18;MALE;YES;7.1;NA;7.166666667;NA;5.3666667;1.799999967;28.1699932668358
Arue_TdR;23/12/2021;23;12;2021;19;Arue_TdR19;UNKNOWN;NO;NA;NA;NA;NA;5.3666667;NA;28.1699932668358
Arue_TdR;23/12/2021;23;12;2021;20;Arue_TdR20;UNKNOWN;NO;NA;NA;NA;NA;5.3666667;NA;28.1699932668358
Arue_TdR;23/12/2021;23;12;2021;21;Arue_TdR21;UNKNOWN;NO;NA;NA;NA;NA;5.3666667;NA;28.1699932668358
Arue_TdR;23/12/2021;23;12;2021;22;Arue_TdR22;UNKNOWN;NO;NA;NA;NA;NA;5.3666667;NA;28.1699932668358
Arue_TdR;23/12/2021;23;12;2021;23;Arue_TdR23;UNKNOWN;NO;NA;NA;NA;NA;5.3666667;NA;28.1699932668358
Arue_TdR;23/12/2021;23;12;2021;24;Arue_TdR24;UNKNOWN;NO;NA;NA;NA;NA;5.3666667;NA;28.1699932668358
Arue_TdR;23/12/2021;23;12;2021;25;Arue_TdR25;UNKNOWN;NO;NA;NA;NA;NA;5.3666667;NA;28.1699932668358
Arue_TdR;23/12/2021;23;12;2021;26;Arue_TdR26;UNKNOWN;NO;NA;NA;NA;NA;5.3666667;NA;28.1699932668358
Arue_TdR;23/12/2021;23;12;2021;27;Arue_TdR27;UNKNOWN;NO;NA;NA;NA;NA;5.3666667;NA;28.1699932668358
Arue_TdR;23/12/2021;23;12;2021;28;Arue_TdR28;UNKNOWN;NO;NA;NA;NA;NA;5.3666667;NA;28.1699932668358
Arue_TdR;23/12/2021;23;12;2021;29;Arue_TdR29;UNKNOWN;NO;NA;NA;NA;NA;5.3666667;NA;28.1699932668358
Arue_TdR;23/12/2021;23;12;2021;30;Arue_TdR30;UNKNOWN;NO;NA;NA;NA;NA;5.3666667;NA;28.1699932668358
Pointe_Venus;23/12/2021;23;12;2021;26;Pointe_Venus26;MALE;YES;6.44;NA;6.733333333;NA;5.35;1.383333333;28.089993268624
Pointe_Venus;23/12/2021;23;12;2021;24;Pointe_Venus24;MALE;YES;6.47;NA;6.783333333;NA;5.35;1.433333333;28.089993268624
Pointe_Venus;23/12/2021;23;12;2021;11;Pointe_Venus11;MALE;YES;6.48;NA;6.8;NA;5.35;1.45;28.089993268624
Pointe_Venus;23/12/2021;23;12;2021;12;Pointe_Venus12;MALE;YES;6.48;NA;6.8;NA;5.35;1.45;28.089993268624
Pointe_Venus;23/12/2021;23;12;2021;13;Pointe_Venus13;MALE;YES;6.48;NA;6.8;NA;5.35;1.45;28.089993268624
Pointe_Venus;23/12/2021;23;12;2021;21;Pointe_Venus21;MALE;YES;6.48;NA;6.8;NA;5.35;1.45;28.089993268624
Pointe_Venus;23/12/2021;23;12;2021;22;Pointe_Venus22;MALE;YES;6.48;NA;6.8;NA;5.35;1.45;28.089993268624
Pointe_Venus;23/12/2021;23;12;2021;1;Pointe_Venus1;FEMALE;NO;NA;NA;NA;NA;5.35;NA;28.089993268624
Pointe_Venus;23/12/2021;23;12;2021;2;Pointe_Venus2;FEMALE;YES;7.12;NA;7.2;NA;5.35;1.85;28.089993268624
Pointe_Venus;23/12/2021;23;12;2021;3;Pointe_Venus3;FEMALE;YES;7.12;NA;7.2;NA;5.35;1.85;28.089993268624
Pointe_Venus;23/12/2021;23;12;2021;4;Pointe_Venus4;FEMALE;YES;7.12;NA;7.2;NA;5.35;1.85;28.089993268624
Pointe_Venus;23/12/2021;23;12;2021;5;Pointe_Venus5;MALE;YES;6.57;NA;6.95;NA;5.35;1.6;28.089993268624
Pointe_Venus;23/12/2021;23;12;2021;6;Pointe_Venus6;MALE;YES;7.01;NA;7.016666667;NA;5.35;1.666666667;28.089993268624
Pointe_Venus;23/12/2021;23;12;2021;7;Pointe_Venus7;FEMALE;NO;NA;NA;NA;NA;5.35;NA;28.089993268624
Pointe_Venus;23/12/2021;23;12;2021;8;Pointe_Venus8;FEMALE;YES;7.11;NA;7.183333333;NA;5.35;1.833333333;28.089993268624
Pointe_Venus;23/12/2021;23;12;2021;9;Pointe_Venus9;UNKNOWN;NO;NA;NA;NA;NA;5.35;NA;28.089993268624
Pointe_Venus;23/12/2021;23;12;2021;10;Pointe_Venus10;FEMALE;YES;7.2;NA;7.333333333;NA;5.35;1.983333333;28.089993268624
AME BORA BORA;22/01/2022;22;1;2022;1;AME BORA BORA1;MALE;NO;NA;NA;NA;NA;5.8333333;NA;27.9499932717532
AME BORA BORA;22/01/2022;22;1;2022;2;AME BORA BORA2;MALE;NO;NA;NA;NA;NA;5.8333333;NA;27.9499932717532
AME BORA BORA;22/01/2022;22;1;2022;3;AME BORA BORA3;MALE;NO;NA;NA;NA;NA;5.8333333;NA;27.9499932717532
AME BORA BORA;22/01/2022;22;1;2022;4;AME BORA BORA4;MALE;NO;NA;NA;NA;NA;5.8333333;NA;27.9499932717532
AME BORA BORA;22/01/2022;22;1;2022;5;AME BORA BORA5;MALE;NO;NA;NA;NA;NA;5.8333333;NA;27.9499932717532
AME BORA BORA;22/01/2022;22;1;2022;6;AME BORA BORA6;UNKNOWN;NO;NA;NA;NA;NA;5.8333333;NA;27.9499932717532
AME BORA BORA;22/01/2022;22;1;2022;7;AME BORA BORA7;MALE;NO;NA;NA;NA;NA;5.8333333;NA;27.9499932717532
AME BORA BORA;22/01/2022;22;1;2022;8;AME BORA BORA8;MALE;NO;NA;NA;NA;NA;5.8333333;NA;27.9499932717532
AME BORA BORA;22/01/2022;22;1;2022;9;AME BORA BORA9;MALE;NO;NA;NA;NA;NA;5.8333333;NA;27.9499932717532
AME BORA BORA;22/01/2022;22;1;2022;10;AME BORA BORA10;MALE;NO;NA;NA;NA;NA;5.8333333;NA;27.9499932717532
AME BORA BORA;22/01/2022;22;1;2022;11;AME BORA BORA11;UNKNOWN;NO;NA;NA;NA;NA;5.8333333;NA;27.9499932717532
AME BORA BORA;22/01/2022;22;1;2022;12;AME BORA BORA12;MALE;NO;NA;NA;NA;NA;5.8333333;NA;27.9499932717532
AME BORA BORA;22/01/2022;22;1;2022;13;AME BORA BORA13;FEMALE;NO;NA;NA;NA;NA;5.8333333;NA;27.9499932717532
AME BORA BORA;22/01/2022;22;1;2022;14;AME BORA BORA14;UNKNOWN;NO;NA;NA;NA;NA;5.8333333;NA;27.9499932717532
AME BORA BORA;22/01/2022;22;1;2022;15;AME BORA BORA15;MALE;NO;NA;NA;NA;NA;5.8333333;NA;27.9499932717532
AME BORA BORA;22/01/2022;22;1;2022;16;AME BORA BORA16;UNKNOWN;NO;NA;NA;NA;NA;5.8333333;NA;27.9499932717532
AME BORA BORA;22/01/2022;22;1;2022;17;AME BORA BORA17;MALE;NO;NA;NA;NA;NA;5.8333333;NA;27.9499932717532
AME BORA BORA;22/01/2022;22;1;2022;18;AME BORA BORA18;UNKNOWN;NO;NA;NA;NA;NA;5.8333333;NA;27.9499932717532
AME BORA BORA;22/01/2022;22;1;2022;19;AME BORA BORA19;MALE;NO;NA;NA;NA;NA;5.8333333;NA;27.9499932717532
AME BORA BORA;22/01/2022;22;1;2022;20;AME BORA BORA20;FEMALE;NO;NA;NA;NA;NA;5.8333333;NA;27.9499932717532
Vairao;22/01/2022;22;1;2022;1;Vairao1;MALE;YES;7.11;NA;7.183333333;NA;5.6333333;1.550000033;28.4599932603538
Vairao;22/01/2022;22;1;2022;2;Vairao2;FEMALE;YES;NA;NA;NA;NA;5.6333333;NA;28.4599932603538
Vairao;22/01/2022;22;1;2022;3;Vairao3;FEMALE;YES;NA;NA;NA;NA;5.6333333;NA;28.4599932603538
Vairao;22/01/2022;22;1;2022;4;Vairao4;FEMALE;YES;NA;NA;NA;NA;5.6333333;NA;28.4599932603538
Vairao;22/01/2022;22;1;2022;5;Vairao5;FEMALE;YES;NA;NA;NA;NA;5.6333333;NA;28.4599932603538
Vairao;22/01/2022;22;1;2022;6;Vairao6;MALE;YES;7.09;NA;7.15;NA;5.6333333;1.5166667;28.4599932603538
Vairao;22/01/2022;22;1;2022;7;Vairao7;MALE;NO;NA;NA;NA;NA;5.6333333;NA;28.4599932603538
Vairao;22/01/2022;22;1;2022;8;Vairao8;MALE;YES;7.2;NA;7.333333333;NA;5.6333333;1.700000033;28.4599932603538
Vairao;22/01/2022;22;1;2022;9;Vairao9;MALE;YES;7.06;NA;7.1;NA;5.6333333;1.4666667;28.4599932603538
Vairao;22/01/2022;22;1;2022;10;Vairao10;UNKNOWN;NO;NA;NA;NA;NA;5.6333333;NA;28.4599932603538
Vairao;22/01/2022;22;1;2022;11;Vairao11;FEMALE;NO;NA;NA;NA;NA;5.6333333;NA;28.4599932603538
Vairao;22/01/2022;22;1;2022;12;Vairao12;MALE;NO;NA;NA;NA;NA;5.6333333;NA;28.4599932603538
Vairao;22/01/2022;22;1;2022;13;Vairao13;FEMALE;YES;7.4;NA;7.666666667;NA;5.6333333;2.033333367;28.4599932603538
Vairao;22/01/2022;22;1;2022;14;Vairao14;FEMALE;YES;7.49;NA;7.816666667;NA;5.6333333;2.183333367;28.4599932603538
Vairao;22/01/2022;22;1;2022;15;Vairao15;FEMALE;YES;7.45;NA;7.75;NA;5.6333333;2.1166667;28.4599932603538
Vairao;22/01/2022;22;1;2022;16;Vairao16;FEMALE;YES;8.06;NA;8.1;NA;5.6333333;2.4666667;28.4599932603538
Vairao;22/01/2022;22;1;2022;17;Vairao17;MALE;YES;7.2;NA;7.333333333;NA;5.6333333;1.700000033;28.4599932603538
Vairao;22/01/2022;22;1;2022;18;Vairao18;FEMALE;NO;NA;NA;NA;NA;5.6333333;NA;28.4599932603538
Vairao;22/01/2022;22;1;2022;19;Vairao19;FEMALE;NO;NA;NA;NA;NA;5.6333333;NA;28.4599932603538
Vairao;22/01/2022;22;1;2022;20;Vairao20;MALE;NO;NA;NA;NA;NA;5.6333333;NA;28.4599932603538
Vairao;22/01/2022;22;1;2022;21;Vairao21;FEMALE;YES;7.5;NA;7.833333333;NA;5.6333333;2.200000033;28.4599932603538
Vairao;22/01/2022;22;1;2022;22;Vairao22;MALE;YES;7.2;NA;7.333333333;NA;5.6333333;1.700000033;28.4599932603538
Vairao;22/01/2022;22;1;2022;23;Vairao23;FEMALE;YES;7.5;NA;7.833333333;NA;5.6333333;2.200000033;28.4599932603538
Vairao;22/01/2022;22;1;2022;24;Vairao24;FEMALE;YES;7.38;NA;7.633333333;NA;5.6333333;2.000000033;28.4599932603538
Vairao;22/01/2022;22;1;2022;25;Vairao25;MALE;YES;7.25;NA;7.416666667;NA;5.6333333;1.783333367;28.4599932603538
Vairao;22/01/2022;22;1;2022;26;Vairao26;MALE;NO;NA;NA;NA;NA;5.6333333;NA;28.4599932603538
Vairao;22/01/2022;22;1;2022;27;Vairao27;FEMALE;NO;NA;NA;NA;NA;5.6333333;NA;28.4599932603538
Vairao;22/01/2022;22;1;2022;28;Vairao28;MALE;YES;7.25;NA;7.416666667;NA;5.6333333;1.783333367;28.4599932603538
Vairao;22/01/2022;22;1;2022;29;Vairao29;FEMALE;NO;NA;NA;NA;NA;5.6333333;NA;28.4599932603538
Vairao;22/01/2022;22;1;2022;30;Vairao30;MALE;YES;7.36;NA;7.6;NA;5.6333333;1.9666667;28.4599932603538
AME BORA BORA;21/02/2022;21;2;2022;1;AME BORA BORA1;MALE;NO;NA;NA;NA;NA;6.0666667;NA;28.0399932697416
AME BORA BORA;21/02/2022;21;2;2022;2;AME BORA BORA2;MALE;YES;8.13;8.22;8.216666667;8.366666667;6.0666667;2.149999967;28.0399932697416
AME BORA BORA;21/02/2022;21;2;2022;3;AME BORA BORA3;MALE;NO;NA;NA;NA;NA;6.0666667;NA;28.0399932697416
AME BORA BORA;21/02/2022;21;2;2022;4;AME BORA BORA4;MALE;NO;NA;NA;NA;NA;6.0666667;NA;28.0399932697416
AME BORA BORA;21/02/2022;21;2;2022;5;AME BORA BORA5;MALE;NO;NA;NA;NA;NA;6.0666667;NA;28.0399932697416
AME BORA BORA;21/02/2022;21;2;2022;6;AME BORA BORA6;UNKNOWN;NO;NA;NA;NA;NA;6.0666667;NA;28.0399932697416
AME BORA BORA;21/02/2022;21;2;2022;7;AME BORA BORA7;MALE;NO;NA;NA;NA;NA;6.0666667;NA;28.0399932697416
AME BORA BORA;21/02/2022;21;2;2022;8;AME BORA BORA8;MALE;NO;NA;NA;NA;NA;6.0666667;NA;28.0399932697416
AME BORA BORA;21/02/2022;21;2;2022;9;AME BORA BORA9;MALE;NO;NA;NA;NA;NA;6.0666667;NA;28.0399932697416
AME BORA BORA;21/02/2022;21;2;2022;10;AME BORA BORA10;MALE;NO;NA;NA;NA;NA;6.0666667;NA;28.0399932697416
AME BORA BORA;21/02/2022;21;2;2022;11;AME BORA BORA11;UNKNOWN;NO;NA;NA;NA;NA;6.0666667;NA;28.0399932697416
AME BORA BORA;21/02/2022;21;2;2022;12;AME BORA BORA12;MALE;NO;NA;NA;NA;NA;6.0666667;NA;28.0399932697416
AME BORA BORA;21/02/2022;21;2;2022;13;AME BORA BORA13;FEMALE;YES;7.38;NA;7.633333333;NA;6.0666667;1.566666633;28.0399932697416
AME BORA BORA;21/02/2022;21;2;2022;14;AME BORA BORA14;UNKNOWN;NO;NA;NA;NA;NA;6.0666667;NA;28.0399932697416
AME BORA BORA;21/02/2022;21;2;2022;15;AME BORA BORA15;MALE;NO;NA;NA;NA;NA;6.0666667;NA;28.0399932697416
AME BORA BORA;21/02/2022;21;2;2022;16;AME BORA BORA16;UNKNOWN;NO;NA;NA;NA;NA;6.0666667;NA;28.0399932697416
AME BORA BORA;21/02/2022;21;2;2022;17;AME BORA BORA17;MALE;NO;NA;NA;NA;NA;6.0666667;NA;28.0399932697416
AME BORA BORA;21/02/2022;21;2;2022;18;AME BORA BORA18;UNKNOWN;NO;NA;NA;NA;NA;6.0666667;NA;28.0399932697416
AME BORA BORA;21/02/2022;21;2;2022;19;AME BORA BORA19;MALE;NO;NA;NA;NA;NA;6.0666667;NA;28.0399932697416
AME BORA BORA;21/02/2022;21;2;2022;20;AME BORA BORA20;FEMALE;YES;7.11;NA;7.183333333;NA;6.0666667;1.116666633;28.0399932697416
Vairao;21/02/2022;21;2;2022;1;Vairao1;MALE;NO;NA;NA;NA;NA;5.8833333;NA;27.9599932715297
Vairao;21/02/2022;21;2;2022;2;Vairao2;FEMALE;NO;NA;NA;NA;NA;5.8833333;NA;27.9599932715297
Vairao;21/02/2022;21;2;2022;3;Vairao3;FEMALE;NO;NA;NA;NA;NA;5.8833333;NA;27.9599932715297
Vairao;21/02/2022;21;2;2022;4;Vairao4;FEMALE;NO;NA;NA;NA;NA;5.8833333;NA;27.9599932715297
Vairao;21/02/2022;21;2;2022;5;Vairao5;FEMALE;NO;NA;NA;NA;NA;5.8833333;NA;27.9599932715297
Vairao;21/02/2022;21;2;2022;6;Vairao6;MALE;YES;NA;NA;NA;NA;5.8833333;NA;27.9599932715297
Vairao;21/02/2022;21;2;2022;7;Vairao7;MALE;NO;NA;NA;NA;NA;5.8833333;NA;27.9599932715297
Vairao;21/02/2022;21;2;2022;8;Vairao8;MALE;NO;NA;NA;NA;NA;5.8833333;NA;27.9599932715297
Vairao;21/02/2022;21;2;2022;9;Vairao9;MALE;NO;NA;NA;NA;NA;5.8833333;NA;27.9599932715297
Vairao;21/02/2022;21;2;2022;10;Vairao10;UNKNOWN;NO;NA;NA;NA;NA;5.8833333;NA;27.9599932715297
Vairao;21/02/2022;21;2;2022;11;Vairao11;FEMALE;NO;NA;NA;NA;NA;5.8833333;NA;27.9599932715297
Vairao;21/02/2022;21;2;2022;12;Vairao12;MALE;NO;NA;NA;NA;NA;5.8833333;NA;27.9599932715297
Vairao;21/02/2022;21;2;2022;13;Vairao13;FEMALE;NO;NA;NA;NA;NA;5.8833333;NA;27.9599932715297
Vairao;21/02/2022;21;2;2022;14;Vairao14;FEMALE;NO;NA;NA;NA;NA;5.8833333;NA;27.9599932715297
Vairao;21/02/2022;21;2;2022;15;Vairao15;FEMALE;NO;NA;NA;NA;NA;5.8833333;NA;27.9599932715297
Vairao;21/02/2022;21;2;2022;16;Vairao16;FEMALE;NO;NA;NA;NA;NA;5.8833333;NA;27.9599932715297
Vairao;21/02/2022;21;2;2022;17;Vairao17;MALE;NO;NA;NA;NA;NA;5.8833333;NA;27.9599932715297
Vairao;21/02/2022;21;2;2022;18;Vairao18;FEMALE;NO;NA;NA;NA;NA;5.8833333;NA;27.9599932715297
Vairao;21/02/2022;21;2;2022;19;Vairao19;FEMALE;NO;NA;NA;NA;NA;5.8833333;NA;27.9599932715297
Vairao;21/02/2022;21;2;2022;20;Vairao20;MALE;NO;NA;NA;NA;NA;5.8833333;NA;27.9599932715297
Vairao;21/02/2022;21;2;2022;21;Vairao21;FEMALE;NO;NA;NA;NA;NA;5.8833333;NA;27.9599932715297
Vairao;21/02/2022;21;2;2022;22;Vairao22;MALE;NO;NA;NA;NA;NA;5.8833333;NA;27.9599932715297
Vairao;21/02/2022;21;2;2022;23;Vairao23;FEMALE;NO;NA;NA;NA;NA;5.8833333;NA;27.9599932715297
Vairao;21/02/2022;21;2;2022;24;Vairao24;FEMALE;NO;NA;NA;NA;NA;5.8833333;NA;27.9599932715297
Vairao;21/02/2022;21;2;2022;25;Vairao25;MALE;YES;7.48;NA;7.8;NA;5.8833333;1.9166667;27.9599932715297
Vairao;21/02/2022;21;2;2022;26;Vairao26;MALE;NO;NA;NA;NA;NA;5.8833333;NA;27.9599932715297
Vairao;21/02/2022;21;2;2022;27;Vairao27;FEMALE;NO;NA;NA;NA;NA;5.8833333;NA;27.9599932715297
Vairao;21/02/2022;21;2;2022;28;Vairao28;MALE;YES;7.48;NA;7.8;NA;5.8833333;1.9166667;27.9599932715297
Vairao;21/02/2022;21;2;2022;29;Vairao29;FEMALE;NO;NA;NA;NA;NA;5.8833333;NA;27.9599932715297
Vairao;21/02/2022;21;2;2022;30;Vairao30;MALE;NO;NA;NA;NA;NA;5.8833333;NA;27.9599932715297
Vairao;22/03/2022;22;3;2022;1;Vairao1;MALE;NO;NA;NA;NA;NA;6.0166667;NA;28.6199932567775
Vairao;22/03/2022;22;3;2022;2;Vairao2;FEMALE;NO;NA;NA;NA;NA;6.0166667;NA;28.6199932567775
Vairao;22/03/2022;22;3;2022;3;Vairao3;FEMALE;NO;NA;NA;NA;NA;6.0166667;NA;28.6199932567775
Vairao;22/03/2022;22;3;2022;4;Vairao4;FEMALE;YES;7.48;NA;7.8;NA;6.0166667;1.7833333;28.6199932567775
Vairao;22/03/2022;22;3;2022;5;Vairao5;FEMALE;NO;NA;NA;NA;NA;6.0166667;NA;28.6199932567775
Vairao;22/03/2022;22;3;2022;6;Vairao6;MALE;YES;7.28;NA;7.466666667;NA;6.0166667;1.449999967;28.6199932567775
Vairao;22/03/2022;22;3;2022;7;Vairao7;MALE;NO;NA;NA;NA;NA;6.0166667;NA;28.6199932567775
Vairao;22/03/2022;22;3;2022;8;Vairao8;MALE;YES;7.38;NA;7.633333333;NA;6.0166667;1.616666633;28.6199932567775
Vairao;22/03/2022;22;3;2022;9;Vairao9;MALE;NO;NA;NA;NA;NA;6.0166667;NA;28.6199932567775
