country;island;site;habitat;depth;latitude;longitude;date;date.us;year;month;season;start.decimal;ToSR.decimal;STrSR;no.start;quality.start;sst
French Polynesia;Tahiti;Faaa 1;Lagoon;2;-17.549422;-149.618505;23/11/2021;2021.11.23;2021;11;2021-2022;7.41666666666667;5.21666666666667;2.2;FALSE;Approximative;27.5499932806939
French Polynesia;Tahiti;Punaauia PK 16;Lagoon;2;-17.64264;-149.61034;23/11/2021;2021.11.23;2021;11;2021-2022;7.06666666666667;5.21666666666667;1.85;FALSE;Approximative;27.4499932829291
French Polynesia;Tahiti;Punaauia PK 16-2;Lagoon;2;-17.6421;-149.61367;23/11/2021;2021.11.23;2021;11;2021-2022;6.95;5.21666666666667;1.73333333333333;FALSE;Exact;27.4499932829291
French Polynesia;Tahiti;Pointe Venus 2;Lagoon;2;-17.49445;-149.49154;23/11/2021;2021.11.23;2021;11;2021-2022;6.8;5.21666666666667;1.58333333333333;FALSE;Approximative;27.6699932780117
French Polynesia;Tahiti;Pointe Venus 2;Lagoon;2;-17.49445;-149.49154;23/11/2021;2021.11.23;2021;11;2021-2022;7.11666666666667;5.21666666666667;1.9;FALSE;Exact;27.6699932780117
French Polynesia;Tahiti;Arue 1;Lagoon;2;-17.521578;-149.525519;23/11/2021;2021.11.23;2021;11;2021-2022;6.68333333333333;5.21666666666667;1.46666666666667;FALSE;Exact;27.5999932795763
French Polynesia;Tahiti;Vairao 1;Lagoon;2;-17.806149;-149.295217;23/11/2021;2021.11.23;2021;11;2021-2022;6.75;5.21666666666667;1.53333333333333;FALSE;Exact;27.3799932844937
French Polynesia;Tahiti;Pointe Venus;Lagoon;2;-17.494471;-149.492953;23/11/2021;2021.11.23;2021;11;2021-2022;6.85;5.21666666666667;1.63333333333333;FALSE;Exact;27.6699932780117
French Polynesia;Tahiti;Punaauia PK 19;Lagoon;2;-17.66428;-149.59667;23/11/2021;2021.11.23;2021;11;2021-2022;7.63333333333333;5.21666666666667;2.41666666666667;FALSE;Approximative;27.4299932833761
French Polynesia;Tahiti;Hitiaa;Lagoon;2;-17.614525;-149.300211;23/11/2021;2021.11.23;2021;11;2021-2022;7.08333333333333;5.21666666666667;1.86666666666667;FALSE;Approximative;27.8199932746589
French Polynesia;Tahiti;Punaauia PK 16-3;Lagoon;2;-17.64491;-149.60602;23/11/2021;2021.11.23;2021;11;2021-2022;NA;5.21666666666667;NA;TRUE;;27.4499932829291
French Polynesia;Tahiti;Punaauia PK 15;Lagoon;2;-17.637801;-149.614553;23/11/2021;2021.11.23;2021;11;2021-2022;NA;5.21666666666667;NA;TRUE;;27.4499932829291
French Polynesia;Tahiti;Faaa 1;Lagoon;2;-17.549422;-149.618505;23/11/2021;2021.11.23;2021;11;2021-2022;7.41666666666667;5.21666666666667;2.2;FALSE;Exact;27.5499932806939
French Polynesia;Tahiti;Punaauia PK 16;Lagoon;2;-17.64264;-149.61034;23/12/2021;2021.12.23;2021;12;2021-2022;7;5.35;1.65;FALSE;Approximative;28.4299932610244
French Polynesia;Tahiti;Tautira;Lagoon;2;-17.746148;-149.155152;23/12/2021;2021.12.23;2021;12;2021-2022;6.71666666666667;5.35;1.36666666666667;FALSE;Exact;28.0999932684005
French Polynesia;Tahiti;Punaauia PK 16;Lagoon;2;-17.64264;-149.61034;23/12/2021;2021.12.23;2021;12;2021-2022;6.83333333333333;5.35;1.48333333333333;FALSE;Exact;28.4299932610244
French Polynesia;Tahiti;Arue 2;Lagoon;2;-17.521577;-149.540048;23/12/2021;2021.12.23;2021;12;2021-2022;7.23333333333333;5.35;1.88333333333333;FALSE;Exact;28.1699932668358
French Polynesia;Tahiti;Punaauia PK 19;Lagoon;2;-17.66428;-149.59667;23/12/2021;2021.12.23;2021;12;2021-2022;6.75;5.35;1.4;FALSE;Exact;28.4499932605773
French Polynesia;Tahiti;Punaauia PK 18-2;Lagoon;2;-17.65908;-149.59954;23/12/2021;2021.12.23;2021;12;2021-2022;7;5.35;1.65;FALSE;Approximative;28.4499932605773
French Polynesia;Tahiti;Punaauia PK 18;Lagoon;2;-17.661567;-149.597767;23/12/2021;2021.12.23;2021;12;2021-2022;6.73333333333333;5.35;1.38333333333333;FALSE;Exact;28.4499932605773
French Polynesia;Tahiti;Arue 1;Lagoon;2;-17.521578;-149.525519;23/12/2021;2021.12.23;2021;12;2021-2022;6.78333333333333;5.35;1.43333333333333;FALSE;Exact;28.1699932668358
French Polynesia;Tahiti;Paea 1;Lagoon;2;-17.703985;-149.587384;23/12/2021;2021.12.23;2021;12;2021-2022;6.83333333333333;5.35;1.48333333333333;FALSE;Exact;28.4499932605773
French Polynesia;Tahiti;Vairao 1;Lagoon;2;-17.806149;-149.295217;23/12/2021;2021.12.23;2021;12;2021-2022;6.66666666666667;5.35;1.31666666666667;FALSE;Exact;28.0399932697416
French Polynesia;Tahiti;Pointe Venus;Lagoon;2;-17.494471;-149.492953;23/12/2021;2021.12.23;2021;12;2021-2022;6.73333333333333;5.35;1.38333333333333;FALSE;Exact;28.089993268624
French Polynesia;Tahiti;Punaauia PK 19;Lagoon;2;-17.66428;-149.59667;23/12/2021;2021.12.23;2021;12;2021-2022;6.83333333333333;5.35;1.48333333333333;FALSE;Exact;28.4499932605773
French Polynesia;Tahiti;Faaone;Lagoon;2;-17.67423;-149.305934;23/12/2021;2021.12.23;2021;12;2021-2022;7.5;5.35;2.15;FALSE;Approximative;28.2299932654947
French Polynesia;Tahiti;Paea 2;Lagoon;2;-17.731833;-149.586865;23/12/2021;2021.12.23;2021;12;2021-2022;6.83333333333333;5.35;1.48333333333333;FALSE;Exact;28.4499932605773
French Polynesia;Tahiti;Punaauia PK 16-3;Lagoon;2;-17.64491;-149.60602;23/12/2021;2021.12.23;2021;12;2021-2022;NA;5.35;NA;TRUE;;28.4299932610244
French Polynesia;Tahiti;Punaauia PK 15;Lagoon;2;-17.637801;-149.614553;23/12/2021;2021.12.23;2021;12;2021-2022;6.91666666666667;5.35;1.56666666666667;FALSE;Approximative;28.4299932610244
French Polynesia;Tahiti;Pueu;Outer slope;25;-17.71771;-149.269529;23/12/2021;2021.12.23;2021;12;2021-2022;10.3333333333333;5.35;4.98333333333333;FALSE;Approximative;28.1899932663888
French Polynesia;Tahiti;Baie Matavai;Outer slope;30;-17.51678;-149.51957;22/01/2022;2022.01.22;2022;1;2021-2022;NA;5.65;NA;TRUE;;28.4399932608009
French Polynesia;Tahiti;Papara 1;Lagoon;2;-17.76457;-149.50976;22/01/2022;2022.01.22;2022;1;2021-2022;NA;5.65;NA;TRUE;;28.5799932576716
French Polynesia;Tahiti;Punaauia PK 18;Lagoon;2;-17.661567;-149.597767;22/01/2022;2022.01.22;2022;1;2021-2022;7.25;5.65;1.6;FALSE;Exact;28.5799932576716
French Polynesia;Tahiti;Paea 1;Lagoon;2;-17.703985;-149.587384;22/01/2022;2022.01.22;2022;1;2021-2022;7.25;5.65;1.6;FALSE;Exact;28.5899932574481
French Polynesia;Tahiti;Vairao 1;Lagoon;2;-17.806149;-149.295217;22/01/2022;2022.01.22;2022;1;2021-2022;7.1;5.65;1.45;FALSE;Exact;28.4599932603538
French Polynesia;Tahiti;Faaa 2;Lagoon;2;-17.57171;-149.6238;22/01/2022;2022.01.22;2022;1;2021-2022;NA;5.65;NA;TRUE;;28.5199932590127
French Polynesia;Tahiti;Paea 3;Lagoon;2;-17.73413;-149.5842;22/01/2022;2022.01.22;2022;1;2021-2022;7.41666666666667;5.65;1.76666666666667;FALSE;Exact;28.5899932574481
French Polynesia;Tahiti;Punaauia PK 11;Lagoon;2;-17.61085;-149.61555;22/01/2022;2022.01.22;2022;1;2021-2022;NA;5.65;NA;TRUE;;28.5499932583422
French Polynesia;Tahiti;Punaauia PK 19;Lagoon;2;-17.66428;-149.59667;22/01/2022;2022.01.22;2022;1;2021-2022;7.23333333333333;5.65;1.58333333333333;FALSE;Exact;28.5799932576716
French Polynesia;Tahiti;Punaauia PK 15;Lagoon;2;-17.637801;-149.614553;22/01/2022;2022.01.22;2022;1;2021-2022;NA;5.65;NA;TRUE;;28.5499932583422
French Polynesia;Tahiti;Punaauia PK 16;Lagoon;2;-17.64264;-149.61034;23/01/2022;2022.01.23;2022;1;2021-2022;8;5.65;2.35;FALSE;Approximative;28.4499932605773
French Polynesia;Tahiti;Punaauia PK 18;Lagoon;2;-17.661567;-149.597767;21/02/2022;2022.02.21;2022;2;2021-2022;7.53333333333333;5.9;1.63333333333333;FALSE;Exact;28.2899932641536
French Polynesia;Tahiti;Vairao 1;Lagoon;2;-17.806149;-149.295217;21/02/2022;2022.02.21;2022;2;2021-2022;7.45;5.9;1.55;FALSE;Exact;27.9599932715297
French Polynesia;Tahiti;Pointe Venus;Lagoon;2;-17.494471;-149.492953;21/02/2022;2022.02.21;2022;2;2021-2022;NA;5.9;NA;TRUE;;28.0599932692945
French Polynesia;Tahiti;Punaauia PK 19;Lagoon;2;-17.66428;-149.59667;21/02/2022;2022.02.21;2022;2;2021-2022;7.58333333333333;5.9;1.68333333333333;FALSE;Exact;28.2899932641536
French Polynesia;Tahiti;Tautira 2;Lagoon;2;-17.74538;-149.15808;21/02/2022;2022.02.21;2022;2;2021-2022;NA;5.9;NA;TRUE;;27.9799932710827
French Polynesia;Tahiti;Punaauia PK 18-2;Lagoon;2;-17.65908;-149.59954;22/03/2022;2022.03.22;2022;3;2021-2022;7.58333333333333;6.03333333333333;1.55;FALSE;Approximative;28.629993256554
French Polynesia;Tahiti;Paea 1;Lagoon;2;-17.703985;-149.587384;22/03/2022;2022.03.22;2022;3;2021-2022;7.58333333333333;6.03333333333333;1.55;FALSE;Exact;28.6099932570011
French Polynesia;Tahiti;Vairao 1;Lagoon;2;-17.806149;-149.295217;22/03/2022;2022.03.22;2022;3;2021-2022;7.46666666666667;6.03333333333333;1.43333333333333;FALSE;Exact;28.6199932567775
French Polynesia;Tahiti;Hitiaa;Lagoon;2;-17.614525;-149.300211;22/03/2022;2022.03.22;2022;3;2021-2022;7.76666666666667;6.03333333333333;1.73333333333333;FALSE;Approximative;28.7299932543189
French Polynesia;Tahiti;Orofero;Lagoon;2;-17.68614;-149.58771;23/03/2022;2022.03.23;2022;3;2021-2022;7.8;6.03333333333333;1.76666666666667;FALSE;Exact;28.5599932581187
French Polynesia;Tahiti;Vairao 1;Lagoon;2;-17.806149;-149.295217;21/04/2022;2022.04.21;2022;4;2021-2022;7.88333333333333;6.13333333333333;1.75;FALSE;Approximative;28.4899932596833
French Polynesia;Tetiaroa;Auroa;Lagoon;2;-16.98835;-149.56155;23/12/2021;2021.12.23;2021;12;2021-2022;7.1;5.38333333333333;1.71666666666667;FALSE;Exact;28.2499932650477
French Polynesia;Tikehau;Passe;Channel;15;-15.006;-148.27923;23/11/2021;2021.11.23;2021;11;2021-2022;10.3;5.2;5.3;FALSE;Approximative;28.2699932646007
French Polynesia;Tikehau;Passe;Channel;15;-15.00661;-148.28103;22/03/2022;2022.03.22;2022;3;2021-2022;NA;5.93333333333333;NA;TRUE;;28.379993262142
French Polynesia;Tikehau;Passe;Channel;15;-15.00661;-148.28103;23/03/2022;2022.03.23;2022;3;2021-2022;NA;5.95;NA;TRUE;;28.4599932603538
French Polynesia;Tahiti;Vairao 1;Lagoon;2;-17.806149;-149.295217;14/10/2022;2022.10.14;2022;10;2022-2023;NA;5.466666666667;NA;TRUE;;26.3599933072925
French Polynesia;Tahiti;Punaauia PK 15;Lagoon;2;-17.637801;-149.614553;14/10/2022;2022.10.14;2022;10;2022-2023;NA;5.5;NA;TRUE;;26.3999933063984
French Polynesia;Tahiti;Punaauia PK 18;Lagoon;2;-17.661567;-149.597767;14/10/2022;2022.10.14;2022;10;2022-2023;7.45;5.5;1.95;FALSE;Exact;26.3399933077395
French Polynesia;Tahiti;Pointe Venus;Lagoon;2;-17.494471;-149.492953;14/10/2022;2022.10.14;2022;10;2022-2023;NA;5.4833333333333;NA;TRUE;;26.6099933017045
French Polynesia;Tahiti;Punaauia PK 19;Lagoon;2;-17.66428;-149.59667;14/10/2022;2022.10.14;2022;10;2022-2023;7.58333333333333;5.5;2.08333333333333;FALSE;Exact;26.3399933077395
French Polynesia;Moorea;Papetoai 1;Lagoon;2;-17.4887203;-149.8776437;14/10/2022;2022.10.14;2022;10;2022-2023;NA;5.51666666667;NA;TRUE;;26.5399933032692
French Polynesia;Moorea;Opunohu 1;Outer slope;30;-17.48369;-149.85802;14/10/2022;2022.10.14;2022;10;2022-2023;NA;5.51666666667;NA;TRUE;;26.5399933032692
French Polynesia;Tahiti;Papeete;Lagoon;2;-17.5402808;-149.5699544;14/10/2022;2022.10.14;2022;10;2022-2023;NA;5.5;NA;TRUE;;26.5999933019281
French Polynesia;Moorea;Maatea 2;Lagoon;2;-17.57807;-149.7966928;14/10/2022;2022.10.14;2022;10;2022-2023;7.61666666666667;5.51666666667;2.09999999999667;FALSE;Exact;26.4299933057279
French Polynesia;Tetiaroa;Rimatuu;Lagoon;2;-17.024592;-149.5615717;14/10/2022;2022.10.14;2022;10;2022-2023;NA;5.5;NA;TRUE;;26.5499933030457
French Polynesia;Tetiaroa;Rimatuu outside;Outer slope;20;-17.0300269;-149.5634842;14/10/2022;2022.10.14;2022;10;2022-2023;NA;5.5;NA;TRUE;;26.5499933030457
French Polynesia;Moorea;Maharepa 2;Lagoon;2;-17.479639;-149.796028;14/10/2022;2022.10.14;2022;10;2022-2023;7.36666666666667;5.51666666667;1.84999999999667;FALSE;Exact;26.4799933046103
French Polynesia;Tahiti;Punaauia PK 18;Lagoon;2;-17.661567;-149.597767;15/10/2022;2022.10.15;2022;10;2022-2023;8.4;5.4833333333333;2.9166666666667;FALSE;Approximative;26.4799933046103
French Polynesia;Moorea;Tiki village 2;Lagoon;2;-17.52941;-149.91064;14/10/2022;2022.10.14;2022;10;2022-2023;7.48333333333333;5.51666666667;1.96666666666333;FALSE;Exact;26.5599933028221
French Polynesia;Tahiti;Baie Matavai;Outer slope;30;-17.51678;-149.51957;14/10/2022;2022.10.14;2022;10;2022-2023;NA;5.4833333333333;NA;TRUE;;26.6099933017045
French Polynesia;Takapoto;Marina;Outer slope;30;-14.70702;-145.2529946;14/10/2022;2022.10.14;2022;10;2022-2023;NA;5.233333333333;NA;TRUE;;26.4699933048338
French Polynesia;Tahiti;Faaa 3;Lagoon;2;-17.5422103;-149.6119529;14/10/2022;2022.10.14;2022;10;2022-2023;7.58333333333333;5.5;2.08333333333333;FALSE;Exact;26.5299933034927
French Polynesia;Bora Bora;Ame;Lagoon;2;-16.524429;-151.739351;14/10/2022;2022.10.14;2022;10;2022-2023;NA;5.65;NA;TRUE;;26.8899932954461
French Polynesia;Tahiti;Vairao 1;Lagoon;2;-17.806149;-149.295217;13/11/2022;2022.11.13;2022;11;2022-2023;7.41666666666667;5.21666666667;2.19999999999667;FALSE;Exact;26.7399932987988
French Polynesia;Tahiti;Punaauia PK 18;Lagoon;2;-17.661567;-149.597767;13/11/2022;2022.11.13;2022;11;2022-2023;6.95;5.25;1.7;FALSE;Approximative;26.8399932965636
French Polynesia;Tahiti;Punaauia PK 16-4;Lagoon;2;-17.6414579;-149.6092526;13/11/2022;2022.11.13;2022;11;2022-2023;7.66666666666667;5.25;2.41666666666667;FALSE;Approximative;26.8899932954461
French Polynesia;Tahiti;Punaauia PK 16-4;Lagoon;2;-17.6414579;-149.6092526;13/11/2022;2022.11.13;2022;11;2022-2023;7.65;5.25;2.4;FALSE;Exact;26.8899932954461
French Polynesia;Bora Bora;Ame;Lagoon;2;-16.524429;-151.739351;13/11/2022;2022.11.13;2022;11;2022-2023;7.2;5.41666666667;1.78333333333;FALSE;Exact;27.2799932867289
French Polynesia;Bora Bora;Bora 2;Channel;15;-16.49107;-151.71033;13/11/2022;2022.11.13;2022;11;2022-2023;8.83333333333333;5.41666666667;3.41666666666333;FALSE;Approximative;27.239993287623
French Polynesia;Moorea;Papetoai 1;Lagoon;2;-17.4887203;-149.8776437;13/11/2022;2022.11.13;2022;11;2022-2023;7.16666666666667;5.26666666667;1.89999999999667;FALSE;Exact;26.8799932956696
French Polynesia;Moorea;Opunohu 1;Outer slope;30;-17.48369;-149.85802;13/11/2022;2022.11.13;2022;11;2022-2023;NA;5.26666666667;NA;TRUE;;26.8799932956696
French Polynesia;Tahiti;Vallee blanche;Outer slope;30;-17.5468549;-149.6308959;13/11/2022;2022.11.13;2022;11;2022-2023;NA;5.25;NA;TRUE;;26.9799932934344
French Polynesia;Moorea;Petit village;Lagoon;2;-17.4973883;-149.9154404;13/11/2022;2022.11.13;2022;11;2022-2023;7.13333333333333;5.26666666667;1.86666666666333;FALSE;Exact;26.8299932967872
French Polynesia;Fakarava;Lagon 1;Lagoon;5;-16.05556;-145.6252972;13/11/2022;2022.11.13;2022;11;2022-2023;6.75;5.01666666667;1.73333333333;FALSE;Approximative;26.8799932956696
French Polynesia;Fakarava;Passe nord;Outer slope;30;-16.0766248;-145.7080374;13/11/2022;2022.11.13;2022;11;2022-2023;NA;5.01666666667;NA;TRUE;;26.9199932947755
French Polynesia;Raiatea;Raiatea 1;Lagoon;2;-16.7427896;-151.4850261;13/11/2022;2022.11.13;2022;11;2022-2023;7.33333333333333;5.38333333333;1.95000000000333;FALSE;Exact;27.2699932869524
French Polynesia;Mopelia;Mopelia 1;Lagoon;5;-16.8279476;-153.927425;13/11/2022;2022.11.13;2022;11;2022-2023;NA;5.55;NA;TRUE;;27.0399932920933
French Polynesia;Tahiti;Punaauia PK 16-4;Lagoon;2;-17.6414579;-149.6092526;12/12/2022;2022.12.12;2022;12;2022-2023;7.1;5.28333333333;1.81666666667;FALSE;Exact;27.8599932737649
French Polynesia;Rangiroa;Aquarium;Lagoon;5;-14.97658;-147.63403;12/12/2022;2022.12.12;2022;12;2022-2023;7;5.2;1.8;FALSE;Exact;28.069993269071
French Polynesia;Moorea;Tiki village 2;Lagoon;2;-17.52941;-149.91064;12/12/2022;2022.12.12;2022;12;2022-2023;7.38333333333333;5.3;2.08333333333333;FALSE;Exact;27.8499932739884
French Polynesia;Moorea;Papetoai 1;Lagoon;2;-17.4887203;-149.8776437;12/12/2022;2022.12.12;2022;12;2022-2023;7.03333333333333;5.3;1.73333333333333;FALSE;Exact;27.8699932735414
French Polynesia;Tahiti;Vairao 1;Lagoon;2;-17.806149;-149.295217;12/12/2022;2022.12.12;2022;12;2022-2023;6.88333333333333;5.25;1.63333333333333;FALSE;Exact;27.6399932786823
French Polynesia;Tahiti;Vairao 1;Lagoon;2;-17.806149;-149.295217;12/12/2022;2022.12.12;2022;12;2022-2023;NA;5.25;NA;TRUE;;27.6399932786823
French Polynesia;Bora Bora;Four season;Lagoon;2;-16.4727378;-151.7052391;12/12/2022;2022.12.12;2022;12;2022-2023;7.66666666666667;5.45;2.21666666666667;FALSE;Approximative;28.0599932692945
French Polynesia;Bora Bora;Ame;Lagoon;2;-16.524429;-151.739351;12/12/2022;2022.12.12;2022;12;2022-2023;7.1;5.45;1.65;FALSE;Exact;28.0599932692945
French Polynesia;Mopelia;Mopelia 1;Lagoon;5;-16.8279476;-153.927425;12/12/2022;2022.12.12;2022;12;2022-2023;7.21666666666667;5.58333333333;1.63333333333667;FALSE;Exact;27.9899932708591
French Polynesia;Takapoto;Marina;Outer slope;30;-14.70702;-145.2529946;12/12/2022;2022.12.12;2022;12;2022-2023;10.25;5.08333333333;5.16666666667;FALSE;Exact;27.6399932786823
Fiji;Viti Levu;Fiji 1;Lagoon;2;-18.207081;177.6900437;12/12/2022;2022.12.12;2022;12;2022-2023;7.5;5.41666666667;2.08333333333;FALSE;Exact;29.1299932453782
French Polynesia;Tikehau;Lagon 1;Lagoon;5;-15.0825675;-148.222429;11/01/2023;2023.01.11;2023;1;2022-2023;7.05;5.53333333333;1.51666666667;FALSE;Exact;28.7699932534248
French Polynesia;Tahiti;Pointe Venus;Lagoon;2;-17.494471;-149.492953;11/01/2023;2023.01.11;2023;1;2022-2023;7.06666666666667;5.55;1.51666666666667;FALSE;Exact;28.3199932634831
French Polynesia;Rangiroa;Aquarium;Lagoon;5;-14.97658;-147.63403;11/01/2023;2023.01.11;2023;1;2022-2023;7.03333333333333;5.48333333333;1.55000000000333;FALSE;Exact;28.6599932558835
French Polynesia;Takapoto;Marina;Outer slope;30;-14.70702;-145.2529946;11/01/2023;2023.01.11;2023;1;2022-2023;10.25;5.33333333333;4.91666666667;FALSE;Exact;28.4099932614714
French Polynesia;Tahiti;Vairao 1;Lagoon;2;-17.806149;-149.295217;11/01/2023;2023.01.11;2023;1;2022-2023;6.91666666666667;5.51666666667;1.39999999999667;FALSE;Exact;28.1499932672829
French Polynesia;Tahiti;Vairao 4;Channel;20;-17.806149;-149.295217;11/01/2023;2023.01.11;2023;1;2022-2023;10.5;5.51666666667;4.98333333333;FALSE;Exact;28.1499932672829
French Polynesia;Tetiaroa;Lagon 2;Lagoon;2;-17.0030453;-149.589993;11/01/2023;2023.01.11;2023;1;2022-2023;7.4;5.56666666667;1.83333333333;FALSE;Exact;28.3499932628125
French Polynesia;Tahiti;Vairao 1;Lagoon;2;-17.806149;-149.295217;12/01/2023;2023.01.12;2023;1;2022-2023;7.05;5.53333333333;1.51666666667;FALSE;Exact;28.2399932652712
French Polynesia;Bora Bora;Ame;Lagoon;2;-16.524429;-151.739351;11/01/2023;2023.01.11;2023;1;2022-2023;7.05;5.71666666667;1.33333333333;FALSE;Exact;28.629993256554
French Polynesia;Moorea;Papetoai 1;Lagoon;2;-17.4887203;-149.8776437;11/01/2023;2023.01.11;2023;1;2022-2023;7.06666666666667;5.56666666667;1.49999999999667;FALSE;Exact;28.3699932623655
French Polynesia;Moorea;Opunohu 1;Outer slope;30;-17.48369;-149.85802;11/01/2023;2023.01.11;2023;1;2022-2023;10.1666666666667;5.56666666667;4.5999999999967;FALSE;Exact;28.3699932623655
French Polynesia;Raiatea;Raiatea 1;Lagoon;2;-16.7427896;-151.4850261;11/01/2023;2023.01.11;2023;1;2022-2023;7.08333333333333;5.68333333333;1.40000000000333;FALSE;Exact;28.649993256107
French Polynesia;Raiatea;Raiatea 2;Lagoon;2;-16.7267443;-151.477516;11/01/2023;2023.01.11;2023;1;2022-2023;7.15;5.68333333333;1.46666666667;FALSE;Approximative;28.649993256107
Fiji;Viti Levu;Fiji 1;Lagoon;2;-18.207081;177.6900437;12/01/2023;2023.01.12;2023;1;2022-2023;7.33333333333333;5.7;1.63333333333333;FALSE;Exact;28.8399932518602
French Polynesia;Tahiti;Teahupoo;Lagoon;2;-17.8576819;-149.2636551;11/01/2023;2023.01.11;2023;1;2022-2023;7.08333333333333;5.51666666667;1.56666666666333;FALSE;Exact;28.1499932672829
Reunion Island;Reunion;Saint-leu;Lagoon;2;-21.180983;55.286096;09/01/2023;2023.01.09;2023;1;2022-2023;NA;5.75;NA;TRUE;;27.8399932742119
Reunion Island;Reunion;Saint-leu;Lagoon;2;-21.180983;55.286096;10/01/2023;2023.01.10;2023;1;2022-2023;NA;5.76666666667;NA;TRUE;;27.8299932744354
Reunion Island;Reunion;Saint-leu;Lagoon;2;-21.180983;55.286096;11/01/2023;2023.01.11;2023;1;2022-2023;NA;5.76666666667;NA;TRUE;;27.9099932726473
Reunion Island;Reunion;Saint-leu;Lagoon;2;-21.180983;55.286096;12/01/2023;2023.01.12;2023;1;2022-2023;7.4;5.78333333333;1.61666666667;FALSE;Exact;27.8099932748825
Reunion Island;Reunion;Saint-leu;Lagoon;2;-21.180983;55.286096;13/01/2023;2023.01.13;2023;1;2022-2023;NA;5.8;NA;TRUE;;27.8499932739884
French Polynesia;Moorea;Baie cook 2;Lagoon;2;-17.4844909;-149.8359297;10/02/2023;2023.02.10;2023;2;2022-2023;NA;5.85;NA;TRUE;;28.629993256554
French Polynesia;Bora Bora;Bora 2;Channel;15;-16.49107;-151.71033;10/02/2023;2023.02.10;2023;2;2022-2023;9.5;6;3.5;FALSE;Approximative;28.5499932583422
French Polynesia;Tahiti;Punaauia PK 16-4;Lagoon;2;-17.6414579;-149.6092526;10/02/2023;2023.02.10;2023;2;2022-2023;7.53333333333333;5.83333333333;1.70000000000333;FALSE;Exact;28.4699932601303
French Polynesia;Moorea;Papetoai 1;Lagoon;2;-17.4887203;-149.8776437;10/02/2023;2023.02.10;2023;2;2022-2023;7.3;5.85;1.45;FALSE;Exact;28.6199932567775
French Polynesia;Moorea;Opunohu 1;Outer slope;30;-17.48369;-149.85802;10/02/2023;2023.02.10;2023;2;2022-2023;10.5;5.85;4.65;FALSE;Exact;28.6199932567775
French Polynesia;Tahiti;Pueu;Outer slope;30;-17.71771;-149.269529;10/02/2023;2023.02.10;2023;2;2022-2023;10.6833333333333;5.8;4.8833333333333;FALSE;Exact;28.66999325566
French Polynesia;Takapoto;Marina;Outer slope;30;-14.70702;-145.2529946;10/02/2023;2023.02.10;2023;2;2022-2023;10.7166666666667;5.6;5.1166666666667;FALSE;Exact;28.6099932570011
French Polynesia;Bora Bora;Bora 2;Channel;15;-16.49107;-151.71033;10/02/2023;2023.02.10;2023;2;2022-2023;9.35;6;3.35;FALSE;Approximative;28.5499932583422
French Polynesia;Tahaa;Baie tapuamu;Lagoon;2;-16.6091248;-151.5479303;10/02/2023;2023.02.10;2023;2;2022-2023;7.33333333333333;5.98333333333;1.35000000000333;FALSE;Exact;28.5199932590127
French Polynesia;Tahiti;Punaauia PK 17;Lagoon;2;-17.6479864;-149.6068337;10/02/2023;2023.02.10;2023;2;2022-2023;7.75;5.83333333333;1.91666666667;FALSE;Approximative;28.4699932601303
French Polynesia;Moorea;Maharepa 2;Lagoon;2;-17.479639;-149.796028;10/02/2023;2023.02.10;2023;2;2022-2023;7.25;5.85;1.4;FALSE;Exact;28.629993256554
French Polynesia;Tahiti;Vairao 1;Lagoon;2;-17.806149;-149.295217;10/02/2023;2023.02.10;2023;2;2022-2023;7.23333333333333;5.8;1.43333333333333;FALSE;Exact;28.4899932596833
French Polynesia;Moorea;Papetoai 1;Lagoon;2;-17.4887203;-149.8776437;12/03/2023;2023.03.12;2023;3;2022-2023;7.5;6.01666666667;1.48333333333;FALSE;Exact;28.959993249178
French Polynesia;Moorea;Opunohu 1;Outer slope;30;-17.48369;-149.85802;12/03/2023;2023.03.12;2023;3;2022-2023;NA;6.01666666667;NA;TRUE;;28.959993249178
French Polynesia;Tahiti;Punaauia PK 16-5;Lagoon;2;-17.6440292;-149.6085476;12/03/2023;2023.03.12;2023;3;2022-2023;7.58333333333333;6;1.58333333333333;FALSE;Exact;28.8599932514131
French Polynesia;Moorea;Tiki village 2;Lagoon;2;-17.52941;-149.91064;12/03/2023;2023.03.12;2023;3;2022-2023;7.65;6.01666666667;1.63333333333;FALSE;Exact;28.959993249178
French Polynesia;Tahiti;Punaauia PK 17;Lagoon;2;-17.6479864;-149.6068337;12/03/2023;2023.03.12;2023;3;2022-2023;7.5;6;1.5;FALSE;Exact;28.8599932514131
French Polynesia;Tahiti;Punaauia PK 16-4;Lagoon;2;-17.6414579;-149.6092526;12/03/2023;2023.03.12;2023;3;2022-2023;7.55;6;1.55;FALSE;Exact;28.8599932514131
French Polynesia;Takapoto;Marina;Outer slope;30;-14.70702;-145.2529946;12/03/2023;2023.03.12;2023;3;2022-2023;NA;5.71666666667;NA;TRUE;;29.2699932422489
French Polynesia;Tahiti;Punaauia PK 18;Lagoon;2;-17.661567;-149.597767;10/04/2023;2023.04.10;2023;4;2022-2023;7.56666666666667;6.1;1.46666666666667;FALSE;Exact;28.9799932487309
French Polynesia;Tahaa;Baie tapuamu;Lagoon;2;-16.6091248;-151.5479303;10/04/2023;2023.04.10;2023;4;2022-2023;7.75;6.21666666667;1.53333333333;FALSE;Exact;29.3699932400137
